female,isei,w_fstuwt,wnrschbw,high_school,college,one_for,both_for,test_lang,pass_read,wvarstr,id
0,88,1277.126,114.29,0,1,0,0,1,1,33,65
0,70,1126.98,114.29,0,1,0,0,1,0,33,65
0,77,1277.126,114.29,0,1,0,0,1,1,33,65
1,69,1126.98,114.29,0,1,0,0,1,1,33,65
1,49,1126.98,114.29,0,1,0,0,1,0,33,65
1,66,1126.98,114.29,0,1,0,0,1,1,33,65
1,29,801.02612,175.22,0,1,0,0,1,0,33,66
1,40,801.02612,175.22,1,0,0,0,1,0,33,66
1,71,801.02612,175.22,0,1,0,0,1,0,33,66
0,29,801.02612,175.22,1,0,0,0,1,0,33,66
0,38,801.02612,175.22,0,1,0,0,1,0,33,66
1,71,801.02612,175.22,0,1,0,0,1,1,33,66
0,54,801.02612,175.22,1,0,0,0,1,1,33,66
1,71,801.02612,175.22,1,0,0,0,1,1,33,66
0,29,801.02612,175.22,0,1,0,0,1,1,33,66
0,69,801.02612,175.22,0,1,0,0,1,0,33,66
1,30,801.02612,175.22,1,0,0,0,1,0,33,66
1,58,801.02612,175.22,0,1,0,0,1,0,33,66
1,70,801.02612,175.22,0,1,0,0,1,1,33,66
1,70,801.02612,175.22,0,1,0,0,1,1,33,66
0,56,801.02612,175.22,1,0,0,0,1,0,33,66
0,24,801.02612,175.22,0,1,0,0,1,0,33,66
1,34,801.02612,175.22,1,0,0,0,1,0,33,66
0,70,801.02612,175.22,0,1,0,0,1,1,33,66
0,30,801.02612,175.22,0,1,0,0,1,0,33,66
0,21,801.02612,175.22,1,0,0,0,1,1,33,66
0,30,801.02612,175.22,0,1,0,0,1,0,33,66
0,56,1108.231,61.080002,0,1,0,0,1,0,33,67
0,41,1108.231,61.080002,0,1,0,0,1,1,33,67
1,69,1358.4771,61.080002,0,1,0,0,1,1,33,67
0,51,1108.231,61.080002,0,1,0,0,1,0,33,67
0,51,1108.231,61.080002,1,0,0,0,1,1,33,67
0,70,1358.4771,61.080002,0,1,0,0,1,0,33,67
1,67,1108.231,61.080002,0,1,0,0,1,1,33,67
1,54,1108.231,61.080002,0,1,0,0,1,0,33,67
1,70,1108.231,61.080002,1,0,0,0,1,0,33,67
0,56,1358.4771,61.080002,0,1,0,0,1,0,33,67
0,71,1108.231,61.080002,0,1,0,0,1,0,33,67
0,56,1358.4771,61.080002,0,1,0,0,1,0,33,67
1,40,1108.231,61.080002,1,0,0,0,1,0,33,67
1,67,1108.231,61.080002,0,1,0,0,1,1,33,67
1,23,1358.4771,61.080002,0,1,0,0,1,0,33,67
1,69,1108.231,61.080002,0,1,0,0,1,1,33,67
1,67,1108.231,61.080002,1,0,0,0,1,1,33,67
1,64,1358.4771,61.080002,0,1,0,0,1,0,33,67
1,51,1108.231,61.080002,0,1,0,0,1,1,33,67
1,79,1108.231,61.080002,1,0,0,0,1,0,33,67
0,38,1108.231,61.080002,0,1,0,0,1,1,33,67
0,46,1358.4771,61.080002,0,1,0,0,1,1,33,67
1,51,1108.231,61.080002,0,1,0,0,1,0,33,67
0,38,3310.511,2065.54,1,0,0,0,1,0,43,68
0,30,856.87543,71.690002,1,0,0,0,1,0,43,69
0,53,979.28619,71.690002,1,0,1,0,1,0,43,69
1,30,856.87543,71.690002,1,0,0,0,1,0,43,69
1,35,856.87543,71.690002,1,0,0,0,1,1,43,69
0,31,979.28619,71.690002,1,0,0,0,1,0,43,69
1,27,856.87543,71.690002,0,0,0,1,0,0,43,69
1,30,979.28619,71.690002,0,0,0,1,1,0,43,69
0,32,856.87543,71.690002,0,0,0,1,0,1,43,69
1,34,856.87543,71.690002,1,0,0,0,1,0,43,69
1,34,856.87543,71.690002,1,0,0,0,1,1,43,69
1,56,1542.834,83.589996,0,1,0,0,1,1,43,70
0,56,1542.834,83.589996,1,0,0,0,1,0,43,70
0,30,1542.834,83.589996,0,1,0,0,0,0,43,70
1,34,1258.6281,83.589996,1,0,0,0,1,0,43,70
1,23,1542.834,83.589996,0,0,0,1,0,0,43,70
1,40,1542.834,83.589996,1,0,0,0,1,0,43,70
1,58,1258.6281,83.589996,1,0,0,0,1,0,43,70
1,50,1258.6281,83.589996,0,1,0,0,1,1,43,70
1,68,1258.6281,83.589996,0,1,0,0,1,0,43,70
0,56,1542.834,83.589996,0,1,0,0,1,0,43,70
0,31,1542.834,83.589996,1,0,0,0,1,0,43,70
1,51,1133.67,53.439999,0,1,0,0,1,1,43,71
1,43,1133.67,53.439999,1,0,0,0,1,1,43,71
0,34,1133.67,53.439999,0,1,0,0,1,0,43,71
0,69,924.83582,53.439999,0,1,0,0,1,0,43,71
1,77,1133.67,53.439999,0,1,0,0,1,1,43,71
0,69,924.83582,53.439999,0,1,0,0,1,1,43,71
1,77,1133.67,53.439999,0,1,0,0,1,1,43,71
0,59,1133.67,53.439999,1,0,0,0,1,0,43,71
0,28,1133.67,53.439999,0,1,0,0,1,1,43,71
1,34,924.83582,53.439999,1,0,0,0,1,0,43,71
1,34,1133.67,53.439999,1,0,0,0,1,1,43,71
0,67,924.83582,53.439999,0,1,0,0,1,0,43,71
0,29,1133.67,53.439999,1,0,0,0,1,0,43,71
0,40,924.83582,53.439999,0,1,0,0,1,1,43,71
0,69,924.83582,53.439999,0,1,0,0,1,0,43,71
0,32,1133.67,53.439999,1,0,0,0,1,0,43,71
1,30,1133.67,53.439999,0,1,0,0,1,0,43,71
1,30,1133.67,53.439999,1,0,0,0,1,0,43,71
0,34,1133.67,53.439999,1,0,0,0,1,0,43,71
0,69,924.83582,53.439999,0,1,0,0,1,1,43,71
1,34,391.33041,65.800003,1,0,0,0,1,0,43,72
0,32,342.41409,65.800003,1,0,0,0,1,0,43,72
0,30,342.41409,65.800003,0,1,0,0,1,0,43,72
1,54,346.78229,261.45999,1,0,0,0,1,1,43,73
1,44,346.78229,261.45999,0,1,0,0,1,0,43,73
1,70,346.78229,261.45999,0,1,0,0,1,1,43,73
1,69,346.78229,261.45999,0,1,0,0,1,1,43,73
1,32,346.78229,261.45999,0,1,0,0,1,1,43,73
1,69,346.78229,261.45999,0,1,0,0,1,1,43,73
1,30,346.78229,261.45999,0,1,0,0,1,0,43,73
1,69,346.78229,261.45999,1,0,0,0,1,1,43,73
0,50,346.78229,261.45999,0,1,0,0,1,1,43,73
1,34,346.78229,261.45999,1,0,0,0,1,0,43,73
0,36,346.78229,261.45999,1,0,0,0,1,0,43,73
0,56,346.78229,261.45999,0,1,0,0,1,0,43,73
1,67,346.78229,261.45999,0,1,0,0,1,1,43,73
1,50,346.78229,261.45999,0,1,0,0,1,0,43,73
1,85,346.78229,261.45999,0,1,0,0,1,1,43,73
1,36,346.78229,261.45999,0,1,0,0,1,1,43,73
1,70,346.78229,261.45999,0,1,0,0,1,0,43,73
1,39,346.78229,261.45999,0,1,0,0,1,1,43,73
0,36,346.78229,261.45999,0,1,0,0,1,1,43,73
1,36,346.78229,261.45999,1,0,0,0,1,1,43,73
1,23,346.78229,261.45999,1,0,0,0,1,1,43,73
0,29,346.78229,261.45999,0,1,0,0,1,0,43,73
0,50,346.78229,261.45999,0,1,0,0,1,0,43,73
0,56,346.78229,261.45999,0,1,0,0,1,0,43,73
1,29,346.78229,261.45999,0,1,0,0,1,1,43,73
1,52,346.78229,261.45999,1,0,0,0,1,1,43,73
0,30,346.78229,261.45999,1,0,0,0,0,0,43,73
1,56,346.78229,261.45999,0,1,0,0,1,1,43,73
0,69,1411.444,99.639999,0,1,0,0,1,0,43,74
0,71,1411.444,99.639999,0,1,0,0,1,0,43,74
1,54,1151.441,99.639999,0,1,0,0,1,0,43,74
1,67,1151.441,99.639999,0,1,0,0,1,1,43,74
1,71,1151.441,99.639999,0,1,0,1,1,1,43,74
1,70,1151.441,99.639999,0,1,0,0,1,1,43,74
0,40,1411.444,99.639999,0,1,0,0,1,0,43,74
0,74,1151.441,99.639999,0,1,0,1,0,1,43,74
1,69,1151.441,99.639999,0,1,0,1,1,1,43,74
0,43,1151.441,99.639999,0,1,0,0,1,0,43,74
1,69,1411.444,99.639999,0,1,0,0,1,0,43,74
1,29,1411.444,99.639999,0,1,0,0,1,0,43,74
1,50,1151.441,99.639999,0,1,0,0,1,1,43,74
1,30,1151.441,99.639999,0,1,0,0,1,1,43,74
1,88,1151.441,99.639999,0,1,0,0,1,1,43,74
1,34,1411.444,99.639999,1,0,0,0,1,1,43,74
0,26,1151.441,99.639999,1,0,0,0,1,1,43,74
1,57,1151.441,99.639999,0,1,0,0,1,1,43,74
0,69,1411.444,99.639999,0,1,1,0,1,0,43,74
0,71,1151.441,99.639999,0,1,0,0,1,1,43,74
1,53,1151.441,99.639999,0,1,0,1,1,0,43,74
0,69,1151.441,99.639999,0,1,0,1,1,1,43,74
0,69,1411.444,99.639999,0,1,0,0,1,1,43,74
0,71,1411.444,99.639999,0,1,0,0,1,0,43,74
1,34,1304.485,299.20999,0,1,0,0,1,0,44,75
0,30,1304.485,299.20999,1,0,0,0,1,1,44,75
1,30,1304.485,299.20999,1,0,0,0,1,0,44,75
0,34,1599.046,299.20999,1,0,0,0,1,0,44,75
0,30,1304.485,299.20999,1,0,0,0,1,1,44,75
1,56,1304.485,299.20999,0,1,0,0,1,1,44,75
0,25,1599.046,299.20999,1,0,0,0,1,1,44,75
1,70,1599.046,299.20999,1,0,0,0,1,1,44,75
1,30,1599.046,299.20999,1,0,0,0,1,1,44,75
1,70,1599.046,299.20999,1,0,0,0,1,1,44,75
1,69,1304.485,299.20999,1,0,0,0,1,0,44,75
1,49,1304.485,299.20999,1,0,0,0,1,0,44,75
1,37,1599.046,299.20999,1,0,0,0,1,1,44,75
1,23,1304.485,299.20999,1,0,0,0,1,0,44,75
1,35,1304.485,299.20999,1,0,0,0,1,0,44,75
0,30,1304.485,299.20999,1,0,0,0,1,1,44,75
1,29,1304.485,299.20999,1,0,0,0,1,0,44,75
0,41,1599.046,299.20999,0,1,0,0,1,0,44,75
1,71,629.01782,72.300003,1,0,0,0,1,0,44,76
0,69,629.01782,72.300003,0,1,0,0,1,0,44,76
0,30,629.01782,72.300003,1,0,0,0,1,0,44,76
0,69,629.01782,72.300003,1,0,0,0,1,0,44,76
1,45,629.01782,72.300003,1,0,0,0,1,0,44,76
0,51,629.01782,72.300003,0,1,0,0,1,0,44,76
1,33,629.01782,72.300003,1,0,0,0,1,0,44,76
0,67,629.01782,72.300003,0,1,0,0,1,1,44,76
0,41,629.01782,72.300003,1,0,0,0,1,1,44,76
1,43,629.01782,72.300003,0,1,0,0,1,0,44,76
1,34,629.01782,72.300003,1,0,0,0,1,1,44,76
1,32,629.01782,72.300003,0,1,0,0,1,1,44,76
0,34,629.01782,72.300003,1,0,0,0,1,0,44,76
1,51,629.01782,72.300003,1,0,0,0,1,0,44,76
1,67,629.01782,72.300003,0,1,0,0,1,1,44,76
1,69,629.01782,72.300003,1,0,0,0,1,0,44,76
0,23,629.01782,72.300003,1,0,0,0,1,0,44,76
0,70,629.01782,72.300003,0,1,0,0,1,0,44,76
0,56,629.01782,72.300003,0,1,0,0,1,0,44,76
1,50,1183.786,95.010002,0,1,0,0,1,1,44,77
0,38,1183.786,95.010002,0,0,0,0,1,0,44,77
0,30,965.72028,95.010002,1,0,0,0,1,0,44,77
0,88,1183.786,95.010002,0,1,0,0,1,1,44,77
1,23,1183.786,95.010002,0,1,0,0,1,1,44,77
1,49,965.72028,95.010002,0,0,0,1,0,0,44,77
0,40,1183.786,95.010002,0,1,0,0,1,0,44,77
0,30,965.72028,95.010002,0,1,0,0,1,1,44,77
0,41,1183.786,95.010002,0,1,0,0,1,1,44,77
0,59,965.72028,95.010002,1,0,0,0,1,0,44,77
0,38,1183.786,95.010002,0,1,0,0,1,0,44,77
0,77,1183.786,95.010002,0,1,0,0,1,0,44,77
0,59,1183.786,95.010002,1,0,0,0,1,1,44,77
1,56,1183.786,95.010002,1,0,0,0,1,0,44,77
1,37,1183.786,95.010002,1,0,0,0,1,0,44,77
0,59,965.72028,95.010002,1,0,0,0,1,0,44,77
0,54,825.50018,74.300003,0,1,0,0,1,1,44,78
1,69,825.50018,74.300003,0,1,0,0,1,0,44,78
1,51,825.50018,74.300003,0,1,0,0,1,1,44,78
1,59,825.50018,74.300003,0,1,0,0,1,1,44,78
1,23,825.50018,74.300003,1,0,0,0,1,0,44,78
1,45,825.50018,74.300003,0,1,0,0,1,0,44,78
1,59,825.50018,74.300003,0,1,0,0,1,1,44,78
1,30,825.50018,74.300003,1,0,0,0,1,1,44,78
0,43,825.50018,74.300003,1,0,0,0,1,0,44,78
1,90,825.50018,74.300003,0,1,0,0,1,0,44,78
1,44,825.50018,74.300003,0,1,0,0,1,1,44,78
1,34,825.50018,74.300003,1,0,0,0,1,0,44,78
0,51,825.50018,74.300003,0,1,0,0,1,1,44,78
1,85,320.52029,41.950001,0,1,0,0,1,1,51,79
0,71,320.52029,41.950001,0,1,0,0,1,0,51,79
1,59,320.52029,41.950001,1,0,1,0,1,0,51,79
0,67,320.52029,41.950001,0,1,0,0,1,1,51,79
0,51,320.52029,41.950001,0,1,0,0,1,1,51,79
0,85,320.52029,41.950001,0,1,0,0,1,1,51,79
1,37,320.52029,41.950001,1,0,0,0,1,1,51,79
0,59,320.52029,41.950001,0,1,0,0,1,0,51,79
1,33,320.52029,41.950001,0,1,0,0,1,1,51,79
1,69,320.52029,41.950001,0,1,0,0,1,0,51,79
1,33,320.52029,41.950001,0,0,0,1,0,1,51,79
1,30,320.52029,41.950001,1,0,0,0,1,0,51,79
1,67,320.52029,41.950001,0,1,0,0,1,0,51,79
0,51,320.52029,41.950001,1,0,0,0,1,1,51,79
1,67,320.52029,41.950001,0,1,0,0,1,1,51,79
1,67,320.52029,41.950001,0,1,0,0,1,1,51,79
1,58,320.52029,41.950001,1,0,0,0,1,0,51,79
0,30,320.52029,41.950001,0,1,0,0,1,0,51,79
1,77,320.52029,41.950001,0,1,0,0,1,1,51,79
1,64,320.52029,41.950001,0,1,0,0,1,1,51,79
0,64,866.66962,122.45,0,1,0,0,1,0,51,80
1,50,866.66962,122.45,0,1,1,0,1,0,51,80
1,30,866.66962,122.45,0,1,0,0,0,0,51,80
1,69,866.66962,122.45,0,1,0,0,1,0,51,80
1,32,866.66962,122.45,0,1,0,0,1,0,51,80
1,30,866.66962,122.45,0,1,0,0,1,0,51,80
1,30,866.66962,122.45,0,1,0,0,1,0,51,80
0,26,866.66962,122.45,0,0,0,0,1,0,51,80
0,29,866.66962,122.45,1,0,0,0,1,0,51,80
1,34,866.66962,122.45,0,1,0,0,1,0,51,80
1,37,866.66962,122.45,0,1,0,0,1,0,51,80
1,33,866.66962,122.45,0,1,0,0,1,0,51,80
1,33,866.66962,122.45,1,0,0,0,1,0,51,80
1,23,345.414,301.63,0,1,1,0,0,1,52,81
1,16,345.414,301.63,1,0,0,0,1,0,52,81
0,23,345.414,301.63,0,0,0,1,1,0,52,81
1,56,319.61539,301.63,0,1,0,1,1,0,52,81
1,43,319.61539,301.63,0,0,0,1,0,0,52,81
1,30,345.414,301.63,0,0,0,1,0,0,52,81
0,53,345.414,301.63,0,1,0,0,1,1,52,81
0,44,319.61539,301.63,1,0,0,1,0,0,52,81
0,37,319.61539,301.63,0,1,0,0,1,1,52,81
1,16,345.414,301.63,0,0,0,1,1,1,52,81
1,16,345.414,301.63,0,0,0,1,0,0,52,81
0,69,319.61539,301.63,0,1,0,0,1,0,52,81
1,56,345.414,301.63,1,0,0,0,1,1,52,81
1,49,319.61539,301.63,1,0,0,0,1,1,52,81
1,59,345.414,301.63,0,1,0,0,1,1,52,81
0,59,319.61539,301.63,0,1,0,0,1,1,52,81
1,33,345.414,301.63,1,0,0,0,1,1,52,81
0,23,345.414,301.63,0,1,0,0,1,0,52,81
0,29,319.61539,301.63,0,1,0,0,1,0,52,81
0,16,319.61539,301.63,0,0,0,1,0,0,52,81
1,30,319.61539,301.63,1,0,0,1,0,0,52,81
1,67,2656.165,2251.6201,0,1,0,0,1,1,52,82
1,28,2656.165,2251.6201,0,0,0,0,1,0,52,82
0,69,725.68341,108.22,0,1,0,0,1,0,52,83
0,49,725.68341,108.22,0,1,0,0,1,1,52,83
1,85,725.68341,108.22,0,1,0,0,1,1,52,83
1,34,725.68341,108.22,1,0,0,0,1,1,52,83
1,34,725.68341,108.22,0,0,0,0,1,0,52,83
0,30,725.68341,108.22,0,0,0,0,1,0,52,83
1,74,725.68341,108.22,0,1,0,0,1,0,52,83
1,34,725.68341,108.22,1,0,0,0,1,1,52,83
1,88,725.68341,108.22,0,1,0,0,1,0,52,83
1,50,725.68341,108.22,1,0,0,0,1,1,52,83
1,49,725.68341,108.22,1,0,0,0,1,0,52,83
1,51,725.68341,108.22,0,1,0,0,1,1,52,83
0,69,725.68341,108.22,0,1,1,0,1,0,52,83
0,69,725.68341,108.22,0,1,0,0,1,0,52,83
1,57,725.68341,108.22,0,1,0,0,1,1,52,83
0,33,725.68341,108.22,1,0,0,0,1,0,52,83
1,69,725.68341,108.22,0,1,0,0,1,1,52,83
0,69,725.68341,108.22,0,1,0,0,1,1,52,83
0,25,725.68341,108.22,0,1,0,0,1,0,52,83
1,29,1235.795,1235.8,0,0,0,0,1,1,51,84
0,43,1235.795,1235.8,0,1,0,0,1,0,51,84
1,30,1335.545,1235.8,1,0,1,0,1,0,51,84
0,28,504.11691,275.69,1,0,0,0,1,0,51,85
0,69,504.11691,275.69,1,0,0,0,1,0,51,85
1,34,504.11691,275.69,1,0,0,0,1,1,51,85
0,21,544.80798,275.69,1,0,1,0,1,0,51,85
1,30,504.11691,275.69,1,0,0,0,1,0,51,85
1,28,504.11691,275.69,0,1,0,0,1,1,51,85
0,34,544.80798,275.69,0,0,0,0,1,0,51,85
1,23,504.11691,275.69,0,0,0,0,1,0,51,85
0,51,544.80798,275.69,0,1,0,0,1,0,51,85
1,40,544.80798,275.69,1,0,0,0,1,1,51,85
1,23,504.11691,275.69,0,1,0,0,1,0,51,85
1,40,544.80798,275.69,1,0,0,0,1,1,51,85
1,29,544.80798,275.69,0,1,1,0,1,0,51,85
1,23,563.1402,241.3,1,0,0,0,1,0,51,86
0,16,563.1402,241.3,1,0,0,0,1,1,51,86
1,35,563.1402,241.3,1,0,0,0,1,0,51,86
0,88,521.0799,241.3,0,1,0,0,1,0,51,86
1,34,563.1402,241.3,1,0,0,0,1,0,51,86
1,28,563.1402,241.3,0,1,0,0,1,0,51,86
0,34,521.0799,241.3,0,0,0,0,1,0,51,86
1,42,521.0799,241.3,0,1,0,0,1,0,51,86
1,27,563.1402,241.3,1,0,0,0,1,1,51,86
1,70,521.0799,241.3,0,1,0,0,1,1,51,86
1,51,563.1402,241.3,0,1,0,0,1,1,51,86
1,44,521.0799,241.3,0,1,0,0,1,1,51,86
0,33,521.0799,241.3,1,0,0,0,1,0,51,86
1,35,563.1402,241.3,0,0,0,0,1,0,51,86
1,34,521.0799,241.3,1,0,0,0,1,1,51,86
0,28,521.0799,241.3,1,0,0,0,1,0,51,86
1,26,563.1402,241.3,0,1,0,0,1,1,51,86
0,65,521.0799,241.3,0,1,0,0,1,1,51,86
0,39,563.1402,241.3,1,0,0,0,1,0,51,86
0,54,521.0799,241.3,0,1,0,0,1,0,51,86
1,70,563.1402,241.3,0,1,0,0,1,1,51,86
0,23,563.1402,241.3,1,0,0,0,1,1,51,86
1,28,1663.8781,1538.41,0,1,0,0,1,0,51,87
0,56,1663.8781,1538.41,0,1,0,0,1,0,51,87
1,39,1663.8781,1538.41,0,1,0,0,1,0,51,87
0,34,1663.8781,1538.41,0,1,0,0,1,0,51,87
0,23,1663.8781,1538.41,0,1,0,0,1,0,51,87
1,54,1663.8781,1538.41,0,1,0,0,1,0,51,87
1,71,677.5191,48.790001,0,1,0,0,1,1,16,88
1,23,677.5191,48.790001,1,0,0,1,1,1,16,88
0,30,677.5191,48.790001,0,1,0,1,0,0,16,88
1,29,677.5191,48.790001,1,0,0,1,1,0,16,88
1,26,677.5191,48.790001,1,0,0,0,1,0,16,88
0,40,677.5191,48.790001,1,0,0,0,1,0,16,88
0,56,677.5191,48.790001,0,1,0,1,1,0,16,88
1,40,677.5191,48.790001,0,0,0,0,1,0,16,88
0,64,677.5191,48.790001,1,0,0,1,0,0,16,88
0,34,575.93219,30.139999,1,0,0,0,1,0,19,89
0,40,575.93219,30.139999,0,1,0,0,1,0,19,89
0,33,575.93219,30.139999,1,0,0,0,1,0,19,89
1,85,575.93219,30.139999,0,1,0,1,1,1,19,89
0,68,575.93219,30.139999,0,1,0,0,1,1,19,89
0,71,575.93219,30.139999,0,1,0,0,1,0,19,89
0,49,575.93219,30.139999,1,0,0,0,1,1,19,89
1,69,575.93219,30.139999,0,1,0,0,1,0,19,89
0,70,575.93219,30.139999,0,1,0,0,1,0,19,89
0,85,575.93219,30.139999,0,1,0,0,1,0,19,89
1,49,575.93219,30.139999,0,1,1,0,1,0,19,89
0,38,575.93219,30.139999,0,1,1,0,1,0,19,89
0,46,575.93219,30.139999,0,1,0,0,1,0,19,89
1,23,575.93219,30.139999,1,0,1,0,1,0,19,89
0,30,575.93219,30.139999,0,0,0,0,1,0,19,89
0,56,1016.564,84.559998,0,1,0,0,1,1,31,90
1,70,1016.564,84.559998,0,1,1,0,1,1,31,90
1,40,1016.564,84.559998,0,1,0,0,1,0,31,90
0,69,1016.564,84.559998,0,1,0,0,1,0,31,90
0,68,1016.564,84.559998,0,1,0,0,1,1,31,90
0,85,1016.564,84.559998,0,1,0,0,1,0,31,90
1,41,1016.564,84.559998,1,0,0,0,1,1,31,90
0,69,1016.564,84.559998,0,1,0,0,1,1,31,90
1,56,1016.564,84.559998,0,1,0,0,1,1,31,90
0,51,1016.564,84.559998,0,1,0,0,1,0,31,90
1,51,1016.564,84.559998,1,0,0,0,1,0,31,90
1,38,1016.564,84.559998,0,1,1,0,1,0,31,90
1,56,1016.564,84.559998,1,0,0,0,1,0,31,90
0,29,1016.564,84.559998,1,0,0,0,1,0,31,90
1,43,1016.564,84.559998,0,1,0,0,1,1,31,90
0,39,1016.564,84.559998,1,0,0,0,1,1,31,90
0,29,1016.564,84.559998,1,0,0,0,1,1,31,90
1,56,1016.564,84.559998,1,0,0,0,1,0,31,90
1,74,1016.564,84.559998,0,1,0,0,1,0,31,90
0,70,1016.564,84.559998,0,1,0,1,1,1,31,90
1,28,1187.156,66.75,0,0,0,1,1,0,22,91
1,50,1187.156,66.75,0,1,0,0,1,0,22,91
1,30,1187.156,66.75,0,1,0,0,1,0,22,91
0,40,1187.156,66.75,1,0,0,0,1,1,22,91
0,53,1187.156,66.75,0,1,0,0,1,0,22,91
0,29,1187.156,66.75,0,1,0,0,1,0,22,91
0,36,1216.882,39.509998,0,0,0,1,0,1,23,92
0,69,1216.882,39.509998,0,1,0,1,0,1,23,92
0,69,1216.882,39.509998,0,1,0,1,1,1,23,92
0,23,1216.882,39.509998,1,0,0,1,0,1,23,92
0,44,1216.882,39.509998,0,0,0,1,1,0,23,92
1,59,1216.882,39.509998,0,1,0,0,1,1,23,92
0,43,1216.882,39.509998,0,1,0,1,1,1,23,92
1,50,652.21161,29.15,0,1,0,1,1,0,23,93
1,51,652.21161,29.15,0,1,1,0,1,0,23,93
1,34,652.21161,29.15,1,0,0,0,1,0,23,93
0,69,652.21161,29.15,1,0,0,0,1,0,23,93
0,69,652.21161,29.15,1,0,0,1,1,0,23,93
1,69,652.21161,29.15,0,1,0,0,1,0,23,93
1,43,652.21161,29.15,1,0,0,0,1,0,23,93
0,54,652.21161,29.15,0,1,0,0,1,0,23,93
1,50,652.21161,29.15,1,0,0,0,1,0,23,93
1,53,652.21161,29.15,1,0,0,0,1,0,23,93
1,42,652.21161,29.15,0,1,0,0,1,0,23,93
1,50,652.21161,29.15,1,0,0,0,1,1,23,93
1,51,1440.374,78.489998,0,1,0,1,1,1,32,94
1,68,1440.374,78.489998,0,1,0,1,0,0,32,94
0,77,1440.374,78.489998,0,1,0,1,1,1,32,94
0,69,1440.374,78.489998,0,1,0,1,1,1,32,94
1,69,1440.374,78.489998,0,1,1,0,1,1,32,94
0,68,1440.374,78.489998,0,1,0,1,1,1,32,94
1,68,1440.374,78.489998,0,1,0,1,1,1,32,94
1,68,1440.374,78.489998,0,1,0,1,1,1,32,94
0,56,1440.374,78.489998,0,1,0,1,1,1,32,94
0,67,1440.374,78.489998,0,1,0,0,1,1,32,94
0,67,1440.374,78.489998,0,1,0,1,1,1,32,94
0,71,1440.374,78.489998,0,1,0,1,0,1,32,94
0,68,1440.374,78.489998,0,1,0,0,1,1,32,94
0,88,1440.374,78.489998,0,1,0,1,1,1,32,94
0,69,1440.374,78.489998,0,1,0,1,0,0,32,94
1,51,641.29132,91.889999,1,0,0,0,1,0,24,95
0,69,641.29132,91.889999,0,1,0,0,1,0,24,95
1,85,641.29132,91.889999,1,0,0,0,1,0,24,95
0,53,641.29132,91.889999,0,1,0,0,1,0,24,95
0,53,641.29132,91.889999,1,0,0,0,1,0,24,95
0,43,641.29132,91.889999,1,0,0,0,1,0,24,95
0,23,745.76459,46.259998,1,0,0,0,1,0,24,96
0,77,745.76459,46.259998,0,1,0,1,0,0,24,96
0,69,745.76459,46.259998,0,1,0,0,1,0,24,96
0,26,745.76459,46.259998,0,0,0,1,0,1,24,96
0,69,745.76459,46.259998,0,1,0,0,1,1,24,96
1,77,745.76459,46.259998,0,1,0,0,1,1,24,96
1,37,745.76459,46.259998,1,0,0,0,1,0,24,96
0,30,745.76459,46.259998,1,0,0,0,1,1,24,96
1,34,745.76459,46.259998,1,0,0,0,1,0,24,96
1,30,745.76459,46.259998,1,0,0,0,1,0,24,96
1,59,745.76459,46.259998,1,0,0,0,1,1,24,96
0,69,745.76459,46.259998,0,1,0,0,1,1,24,96
1,38,745.76459,46.259998,0,1,0,0,1,1,24,96
0,70,745.76459,46.259998,0,1,0,0,1,1,24,96
0,34,745.76459,46.259998,0,1,0,0,1,0,24,96
0,56,745.76459,46.259998,0,1,0,0,1,0,24,96
1,25,229.2402,205.11,0,1,0,0,0,0,25,97
1,25,229.2402,205.11,1,0,0,0,1,0,25,97
1,34,229.2402,205.11,1,0,0,0,1,0,25,97
1,40,229.2402,205.11,1,0,0,0,1,0,25,97
0,29,229.2402,205.11,1,0,0,0,1,0,25,97
1,29,812.5509,41.990002,0,0,0,1,0,0,26,98
1,30,812.5509,41.990002,0,1,0,1,1,0,26,98
0,59,812.5509,41.990002,0,0,0,1,0,0,26,98
0,34,812.5509,41.990002,0,1,0,0,1,0,26,98
0,39,812.5509,41.990002,0,1,0,0,1,0,26,98
1,34,812.5509,41.990002,0,1,0,0,1,1,26,98
0,16,812.5509,41.990002,0,1,0,0,1,0,26,98
1,59,812.5509,41.990002,0,1,0,0,1,0,26,98
1,38,812.5509,41.990002,1,0,0,0,1,0,26,98
1,43,812.5509,41.990002,0,1,1,0,1,0,26,98
1,34,812.5509,41.990002,1,0,0,0,1,0,26,98
1,23,812.5509,41.990002,0,1,0,0,1,0,26,98
1,49,812.5509,41.990002,0,0,0,1,0,0,26,98
0,51,812.5509,41.990002,0,1,0,0,1,1,26,98
1,31,812.5509,41.990002,0,0,1,0,0,0,26,98
0,30,812.5509,41.990002,0,1,0,0,1,0,26,98
1,85,812.5509,41.990002,0,1,0,1,1,1,26,98
1,69,812.5509,41.990002,0,1,0,0,1,0,26,98
1,64,290.37671,112.09,1,0,0,1,0,0,48,99
0,37,290.37671,112.09,1,0,0,0,1,0,48,99
1,23,290.37671,112.09,0,1,0,1,0,0,48,99
0,53,290.37671,112.09,0,1,0,1,0,0,48,99
1,45,290.37671,112.09,0,0,0,1,0,0,48,99
0,40,290.37671,112.09,0,1,0,1,1,0,48,99
1,21,290.37671,112.09,0,0,0,0,0,0,48,99
1,67,290.37671,112.09,0,1,0,1,1,0,48,99
