school,student,girl,schgend,gcse,lrt
21,28,1,3,89.002998,83.546997
21,29,1,3,74.026703,61.231499
21,30,1,3,63.004898,52.139801
21,31,1,3,70.043221,52.139801
21,32,1,3,75.443398,57.0989
21,33,1,3,72.613197,63.710999
21,34,1,3,78.965698,62.057999
21,35,1,3,81.094002,80.240997
21,36,1,3,83.747002,63.710999
21,37,1,3,77.472298,65.364098
21,38,1,3,68.023903,47.181
21,39,1,3,58.813999,36.436001
21,40,1,3,84.394997,63.710999
21,41,1,3,81.094002,64.537598
21,42,1,3,70.735359,65.364098
21,43,1,3,57.805,43.875
21,44,1,3,76.787598,66.190598
21,45,1,3,67.348404,69.496704
21,46,1,3,82.404999,68.670097
21,47,1,3,68.023903,43.875
21,48,1,3,79.675903,71.975998
21,49,1,3,65.072197,51.313301
21,50,1,3,53.763,41.395
21,51,1,3,78.965698,57.9254
21,52,1,3,72.613197,65.364098
21,53,1,3,74.026703,65.364098
21,54,1,3,71.941498,56.2724
21,55,1,3,70.043221,53.7929
21,56,1,3,70.735359,67.017097
21,57,1,3,70.043221,59.57848
21,58,1,3,63.769501,52.139801
21,59,1,3,81.094002,69.496704
21,60,1,3,71.941498,48.007
21,61,1,3,83.747002,68.670097
21,62,1,3,71.941498,59.57848
21,63,1,3,74.026703,64.537598
21,64,1,3,68.709198,62.884499
21,65,1,3,69.37912,64.537598
21,66,1,3,85.061996,59.57848
21,67,1,3,74.026703,55.4459
21,68,1,3,76.787598,67.843597
21,69,1,3,70.043221,70.322998
21,70,1,3,85.792,73.628998
21,71,1,3,67.348404,63.710999
21,72,1,3,68.023903,71.975998
21,73,1,3,66.611603,58.751999
22,1,1,1,67.348404,51.313301
22,2,0,1,87.348999,90.160004
22,3,1,1,54.733002,62.884499
22,4,0,1,78.965698,74.456001
22,5,1,1,68.709198,77.762001
22,6,1,1,65.802002,65.364098
22,7,1,1,74.026703,58.751999
22,8,0,1,72.613197,72.803001
22,9,0,1,73.280701,53.7929
22,10,1,1,73.280701,72.803001
22,11,1,1,67.348404,56.2724
22,12,1,1,58.813999,57.0989
22,13,1,1,63.769501,64.537598
22,14,0,1,56.646999,64.537598
22,15,0,1,66.611603,52.9664
22,16,0,1,62.238899,62.884499
22,17,0,1,78.219902,69.496704
22,18,0,1,65.072197,62.057999
22,19,0,1,58.813999,48.007
22,20,1,1,79.675903,73.628998
22,21,1,1,76.1073,62.884499
22,22,0,1,54.733002,37.263
22,23,0,1,64.448898,39.742001
22,24,1,1,65.072197,59.57848
22,25,0,1,69.37912,62.057999
22,26,0,1,75.443398,64.537598
22,27,0,1,56.646999,48.834
22,28,0,1,75.443398,57.9254
22,29,0,1,76.1073,57.0989
22,30,1,1,70.043221,61.231499
22,31,1,1,68.709198,58.751999
22,32,1,1,69.37912,54.6194
22,33,0,1,71.941498,66.190598
22,34,1,1,65.802002,54.6194
22,35,0,1,64.448898,63.710999
22,36,1,1,71.941498,67.843597
22,37,0,1,74.026703,46.354
22,38,0,1,51.632999,41.395
22,39,0,1,65.072197,72.803001
22,40,1,1,47.083,52.139801
22,41,1,1,58.813999,51.313301
22,42,0,1,62.238899,62.057999
22,43,0,1,65.072197,54.6194
22,44,1,1,60.606201,67.017097
22,45,0,1,61.473301,46.354
22,46,0,1,63.769501,60.404991
22,47,1,1,84.394997,68.670097
22,48,1,1,60.606201,52.9664
22,49,1,1,61.473301,53.7929
22,50,0,1,61.473301,76.109001
22,51,1,1,63.769501,60.404991
22,52,1,1,51.632999,54.6194
22,53,1,1,68.023903,76.109001
22,54,1,1,62.238899,66.190598
22,55,0,1,55.612999,56.2724
22,56,0,1,68.023903,81.068001
22,57,1,1,82.404999,68.670097
22,58,0,1,50.378998,49.66
22,59,0,1,60.606201,52.139801
22,60,0,1,60.606201,55.4459
22,61,1,1,65.802002,60.404991
22,62,0,1,60.606201,37.263
22,63,0,1,54.733002,44.701
22,64,1,1,54.733002,52.9664
22,65,0,1,76.1073,68.670097
22,66,0,1,47.083,48.834
22,67,1,1,73.280701,67.017097
22,68,1,1,71.941498,59.57848
22,69,1,1,66.611603,43.048
22,70,0,1,50.378998,45.528
22,71,0,1,63.004898,52.9664
22,72,0,1,44.899002,51.313301
22,73,0,1,57.805,62.057999
22,74,1,1,65.802002,57.9254
22,75,0,1,65.802002,49.66
22,76,0,1,79.675903,77.762001
22,77,1,1,68.709198,64.537598
22,78,0,1,66.611603,61.231499
22,79,0,1,71.941498,68.670097
22,80,1,1,61.473301,50.486801
22,81,0,1,47.083,47.181
22,82,1,1,65.802002,57.0989
22,83,0,1,47.083,41.395
22,84,0,1,57.805,51.313301
22,85,1,1,71.340698,57.9254
22,86,1,1,70.735359,60.404991
22,87,0,1,70.735359,78.587997
22,88,1,1,56.646999,59.57848
22,89,1,1,56.646999,56.2724
22,90,1,1,70.735359,74.456001
23,1,1,1,73.280701,57.9254
23,2,0,1,47.083,52.9664
23,3,0,1,61.473301,63.710999
23,4,0,1,64.448898,76.934998
23,5,1,1,59.709,47.181
23,6,0,1,77.472298,42.222
23,7,0,1,66.611603,71.150002
23,8,1,1,52.761002,48.834
23,9,1,1,75.443398,61.231499
23,10,0,1,64.448898,64.537598
23,11,1,1,77.472298,57.9254
23,12,1,1,62.238899,65.364098
23,13,1,1,76.1073,69.496704
23,14,1,1,48.914001,48.834
23,15,1,1,42.473,36.436001
23,16,0,1,77.472298,74.456001
23,17,1,1,62.238899,60.404991
23,18,1,1,59.709,57.0989
23,19,0,1,59.709,43.875
23,20,1,1,69.37912,62.884499
23,21,1,1,66.611603,67.843597
23,22,1,1,47.083,60.404991
23,23,1,1,60.606201,66.190598
23,24,1,1,66.611603,52.9664
23,25,0,1,44.899002,43.875
23,26,0,1,78.219902,49.66
23,27,1,1,50.378998,62.057999
23,28,1,1,60.606201,42.222
24,1,0,2,72.613197,74.456001
24,2,0,2,89.002998,67.017097
24,3,0,2,68.023903,54.6194
24,4,0,2,78.965698,53.7929
24,5,0,2,71.941498,58.751999
24,6,0,2,84.394997,61.231499
24,7,0,2,63.004898,30.650002
24,8,0,2,57.805,45.528
24,9,0,2,64.448898,51.313301
24,10,0,2,68.709198,58.751999
24,11,0,2,79.675903,59.57848
24,12,0,2,87.348999,71.975998
24,13,0,2,67.348404,62.884499
24,14,0,2,65.072197,62.884499
24,15,0,2,70.043221,37.263
24,16,0,2,55.612999,57.9254
24,17,0,2,85.061996,50.486801
24,18,0,2,72.613197,72.803001
24,19,0,2,88.138,66.190598
24,20,0,2,74.781898,43.048
24,21,0,2,44.899002,54.6194
24,22,0,2,65.802002,61.231499
24,23,0,2,74.781898,64.537598
24,24,0,2,70.735359,59.57848
24,25,0,2,63.004898,50.486801
24,26,0,2,61.473301,55.4459
24,27,0,2,75.443398,56.2724
24,28,0,2,63.004898,47.181
24,29,0,2,54.733002,46.354
24,30,0,2,76.1073,47.181
24,31,0,2,62.238899,59.57848
24,32,0,2,64.448898,60.404991
24,33,0,2,60.606201,44.701
24,34,0,2,80.395996,52.139801
24,35,0,2,77.472298,52.9664
24,36,0,2,76.1073,59.57848
24,37,0,2,58.813999,52.9664
25,1,1,3,61.473301,62.884499
25,2,1,3,66.611603,43.875
25,3,1,3,71.941498,56.2724
25,4,1,3,68.709198,66.190598
25,5,1,3,70.043221,49.66
25,6,1,3,68.023903,48.834
25,7,1,3,65.072197,42.222
25,8,1,3,78.219902,52.139801
25,9,1,3,66.611603,70.322998
25,10,1,3,57.805,49.66
25,11,1,3,61.473301,43.875
25,12,1,3,70.735359,73.628998
25,13,1,3,71.340698,58.751999
25,14,1,3,68.709198,62.057999
25,15,1,3,67.348404,52.139801
25,16,1,3,51.632999,38.916
25,17,1,3,74.781898,74.456001
25,18,1,3,44.899002,42.222
25,19,1,3,39.404999,36.436001
25,20,1,3,39.404999,40.569
25,21,1,3,63.769501,63.710999
25,22,1,3,52.761002,38.916
25,23,1,3,75.443398,59.57848
25,24,1,3,52.761002,33.957001
25,25,1,3,67.348404,45.528
25,26,1,3,56.646999,55.4459
25,27,1,3,58.813999,52.139801
25,28,1,3,71.941498,71.975998
25,29,1,3,69.37912,56.2724
25,30,1,3,78.965698,65.364098
25,31,1,3,68.023903,62.884499
25,32,1,3,61.473301,43.048
25,33,1,3,58.813999,40.569
25,34,1,3,62.238899,53.7929
25,35,1,3,73.280701,59.57848
25,36,1,3,68.023903,60.404991
25,37,1,3,61.473301,38.916
25,38,1,3,66.611603,48.834
25,39,1,3,65.802002,54.6194
25,40,1,3,63.004898,60.404991
25,41,1,3,63.004898,53.7929
25,42,1,3,52.761002,57.9254
25,43,1,3,72.613197,61.231499
25,44,1,3,66.611603,59.57848
25,45,1,3,70.735359,71.975998
25,46,1,3,64.448898,52.9664
25,47,1,3,62.238899,49.66
25,48,1,3,64.448898,60.404991
25,49,1,3,69.37912,67.017097
25,50,1,3,76.1073,65.364098
25,51,1,3,68.709198,52.139801
25,52,1,3,63.769501,54.6194
25,53,1,3,60.606201,40.569
25,54,1,3,76.787598,57.9254
25,55,1,3,63.004898,47.181
25,56,1,3,73.280701,77.762001
25,57,1,3,58.813999,45.528
25,58,1,3,67.348404,44.701
25,59,1,3,63.004898,48.007
25,60,1,3,39.404999,30.650002
25,61,1,3,65.802002,57.0989
25,62,1,3,74.026703,48.007
25,63,1,3,65.802002,52.9664
25,64,1,3,60.606201,54.6194
25,65,1,3,52.761002,52.139801
25,66,1,3,64.448898,42.222
25,67,1,3,63.769501,44.701
25,68,1,3,54.733002,62.057999
25,69,1,3,70.735359,54.6194
25,70,1,3,57.805,48.007
25,71,1,3,57.805,46.354
25,72,1,3,44.899002,39.742001
25,73,1,3,71.340698,73.628998
26,1,0,1,63.769501,38.916
26,2,0,1,71.941498,61.231499
26,3,0,1,80.395996,48.834
26,4,1,1,68.709198,48.007
26,5,1,1,70.735359,61.231499
26,6,1,1,74.026703,52.9664
26,7,0,1,71.941498,62.057999
26,8,0,1,60.606201,52.139801
26,9,0,1,68.023903,64.537598
26,10,0,1,77.472298,52.139801
26,11,0,1,60.606201,52.9664
26,12,0,1,48.914001,43.048
26,13,1,1,63.004898,47.181
26,14,0,1,57.805,48.834
26,15,0,1,74.026703,66.190598
26,16,0,1,76.787598,60.404991
26,17,1,1,65.072197,53.7929
26,18,1,1,65.072197,45.528
26,19,1,1,80.395996,60.404991
26,20,1,1,71.340698,53.7929
26,21,1,1,70.735359,52.9664
26,22,0,1,55.612999,33.129997
26,23,0,1,71.340698,48.834
26,24,0,1,63.769501,62.057999
26,25,1,1,81.757996,65.364098
26,26,0,1,63.004898,58.751999
26,27,1,1,81.757996,69.496704
26,28,1,1,54.733002,69.496704
26,29,0,1,71.941498,61.231499
26,30,0,1,78.219902,64.537598
26,31,0,1,57.805,62.884499
26,32,1,1,65.802002,50.486801
26,33,0,1,57.805,51.313301
26,34,1,1,57.805,53.7929
26,35,0,1,65.802002,42.222
26,36,0,1,65.802002,56.2724
26,37,1,1,57.805,54.6194
26,38,0,1,76.1073,65.364098
26,39,1,1,68.023903,44.701
26,40,0,1,65.802002,43.048
26,41,1,1,65.072197,60.404991
26,42,0,1,59.709,42.222
26,43,0,1,57.805,53.7929
26,44,0,1,67.348404,62.057999
26,45,1,1,65.072197,48.007
26,46,0,1,56.646999,40.569
26,47,0,1,61.473301,48.834
26,48,1,1,71.340698,64.537598
26,49,1,1,65.072197,34.783001
26,50,1,1,53.763,38.089001
26,51,0,1,70.043221,50.486801
26,52,1,1,65.802002,59.57848
26,53,0,1,74.781898,75.281998
26,54,0,1,65.802002,50.486801
26,55,0,1,77.472298,57.9254
26,56,1,1,71.941498,58.751999
26,57,1,1,50.378998,35.610001
26,58,0,1,64.448898,57.0989
26,59,1,1,74.781898,58.751999
26,60,1,1,66.611603,50.486801
26,61,1,1,74.026703,67.017097
26,62,1,1,54.733002,52.9664
26,63,1,1,85.792,69.496704
26,64,0,1,65.072197,43.048
26,65,0,1,59.709,43.875
26,66,0,1,74.026703,58.751999
26,67,1,1,76.787598,57.9254
26,68,0,1,42.473,50.486801
26,69,0,1,62.238899,53.7929
26,70,0,1,56.646999,41.395
26,71,0,1,48.914001,32.303001
26,72,0,1,68.023903,58.751999
26,73,0,1,62.238899,52.9664
26,74,1,1,62.238899,50.486801
26,75,0,1,55.612999,43.048
27,1,0,2,83.100998,67.017097
27,2,0,2,70.043221,30.650002
27,3,0,2,72.613197,50.486801
27,4,0,2,75.443398,61.231499
27,5,0,2,47.083,36.436001
27,6,0,2,69.37912,57.0989
27,7,0,2,63.004898,53.7929
27,8,0,2,52.761002,40.569
27,9,0,2,70.735359,61.231499
27,10,0,2,73.280701,57.9254
27,11,0,2,74.026703,62.884499
27,12,0,2,59.709,60.404991
27,13,0,2,61.473301,59.57848
27,14,0,2,77.472298,70.322998
27,15,0,2,68.023903,53.7929
27,16,0,2,77.472298,67.017097
27,17,0,2,59.709,46.354
27,18,0,2,54.733002,34.783001
27,19,0,2,59.709,49.66
27,20,0,2,71.340698,44.701
27,21,0,2,59.709,50.486801
27,22,0,2,76.787598,67.843597
27,23,0,2,69.37912,65.364098
27,24,0,2,61.473301,46.354
27,25,0,2,69.37912,52.9664
27,26,0,2,58.813999,49.66
27,27,0,2,70.735359,57.0989
27,28,0,2,75.443398,52.139801
27,29,0,2,63.004898,33.129997
27,30,0,2,83.747002,65.364098
27,31,0,2,65.802002,53.7929
27,32,0,2,58.813999,52.139801
27,33,0,2,54.733002,52.139801
27,34,0,2,63.769501,47.181
27,35,0,2,56.646999,57.9254
27,36,0,2,55.612999,45.528
27,37,0,2,71.941498,59.57848
27,38,0,2,67.348404,55.4459
27,39,0,2,77.472298,62.057999
28,1,0,1,59.709,63.710999
28,2,1,1,60.606201,68.670097
28,3,0,1,71.941498,52.9664
28,4,1,1,61.473301,58.751999
28,5,0,1,65.802002,61.231499
28,6,1,1,59.709,43.875
28,7,1,1,63.769501,58.751999
28,8,0,1,70.043221,67.843597
28,9,0,1,51.632999,39.742001
28,10,0,1,57.805,55.4459
28,11,1,1,65.802002,76.109001
28,12,0,1,56.646999,53.7929
28,13,0,1,63.769501,58.751999
28,14,0,1,62.238899,51.313301
28,15,0,1,55.612999,51.313301
28,16,0,1,58.813999,62.057999
28,17,1,1,58.813999,63.710999
28,18,0,1,64.448898,57.0989
28,19,0,1,56.646999,62.884499
28,20,1,1,69.37912,57.9254
28,21,1,1,70.735359,67.843597
28,22,0,1,65.802002,61.231499
28,23,0,1,54.733002,48.834
28,24,0,1,54.733002,51.313301
28,25,0,1,50.378998,61.231499
28,26,1,1,56.646999,57.0989
28,27,1,1,70.735359,64.537598
28,28,0,1,66.611603,46.354
28,29,1,1,56.646999,46.354
28,30,1,1,67.348404,67.843597
28,31,1,1,54.733002,65.364098
28,32,0,1,53.763,63.710999
28,33,1,1,58.813999,48.007
28,34,0,1,66.611603,66.190598
28,35,0,1,57.805,48.834
28,36,0,1,56.646999,51.313301
28,37,0,1,53.763,43.048
28,38,0,1,56.646999,63.710999
28,39,1,1,61.473301,57.9254
28,40,1,1,67.348404,62.884499
28,41,1,1,65.802002,55.4459
28,42,1,1,62.238899,52.9664
28,43,1,1,54.733002,38.089001
28,44,1,1,70.043221,59.57848
28,45,1,1,68.709198,72.803001
28,46,0,1,44.899002,30.650002
28,47,1,1,64.448898,63.710999
28,48,0,1,63.769501,44.701
28,49,0,1,74.781898,43.875
28,50,1,1,60.606201,56.2724
28,51,1,1,57.805,60.404991
28,52,1,1,59.709,62.884499
28,53,0,1,70.735359,53.7929
28,54,0,1,59.709,52.9664
28,55,0,1,53.763,51.313301
28,56,1,1,64.448898,57.0989
28,57,0,1,59.709,52.139801
29,1,1,3,75.443398,69.496704
29,2,1,3,63.769501,49.66
29,3,1,3,83.747002,67.843597
29,4,1,3,76.1073,44.701
29,5,1,3,68.709198,55.4459
29,6,1,3,68.709198,65.364098
29,7,1,3,79.675903,62.057999
29,8,1,3,74.781898,67.843597
29,9,1,3,70.735359,56.2724
29,10,1,3,65.802002,51.313301
29,11,1,3,78.965698,55.4459
29,12,1,3,60.606201,45.528
29,13,1,3,83.747002,71.150002
29,14,1,3,62.238899,55.4459
29,15,1,3,58.813999,35.610001
29,16,1,3,66.611603,60.404991
29,17,1,3,72.613197,52.139801
29,18,1,3,82.404999,62.884499
29,19,1,3,70.735359,51.313301
29,20,1,3,82.404999,62.884499
29,21,1,3,57.805,40.569
29,22,1,3,73.280701,55.4459
29,23,1,3,67.348404,61.231499
29,24,1,3,67.348404,49.66
29,25,1,3,63.769501,49.66
29,26,1,3,71.941498,52.139801
29,27,1,3,78.965698,57.9254
29,28,1,3,72.613197,62.884499
29,29,1,3,76.1073,64.537598
29,30,1,3,62.238899,59.57848
29,31,1,3,67.348404,40.569
29,32,1,3,72.613197,51.313301
29,33,1,3,73.280701,63.710999
29,34,1,3,67.348404,62.884499
29,35,1,3,70.043221,52.139801
29,36,1,3,81.757996,56.2724
29,37,1,3,76.787598,70.322998
29,38,1,3,76.1073,44.701
29,39,1,3,69.37912,48.834
29,40,1,3,78.219902,61.231499
29,41,1,3,72.613197,54.6194
29,42,1,3,70.043221,52.9664
29,43,1,3,73.280701,51.313301
29,44,1,3,60.606201,48.007
29,45,1,3,62.238899,50.486801
29,46,1,3,76.1073,66.190598
29,47,1,3,74.026703,72.803001
29,48,1,3,71.340698,48.007
29,49,1,3,75.443398,57.9254
29,50,1,3,61.473301,56.2724
29,51,1,3,67.348404,55.4459
29,52,1,3,79.675903,67.843597
29,53,1,3,83.747002,63.710999
29,54,1,3,69.37912,56.2724
29,55,1,3,79.675903,58.751999
29,56,1,3,76.787598,37.263
29,57,1,3,66.611603,48.007
29,58,1,3,57.805,48.007
29,59,1,3,78.965698,48.834
29,60,1,3,56.646999,49.66
29,61,1,3,74.026703,66.190598
29,62,1,3,64.448898,66.190598
29,63,1,3,63.769501,55.4459
29,64,1,3,70.043221,53.7929
29,65,1,3,86.617996,88.505997
29,66,1,3,64.448898,59.57848
29,67,1,3,63.769501,65.364098
29,68,1,3,71.340698,65.364098
29,69,1,3,56.646999,40.569
29,70,1,3,70.735359,48.834
29,71,1,3,60.606201,40.569
29,72,1,3,74.026703,64.537598
29,73,1,3,60.606201,58.751999
29,74,1,3,52.761002,62.884499
29,75,1,3,71.340698,55.4459
29,76,1,3,74.026703,53.7929
29,77,1,3,76.787598,67.843597
29,78,1,3,70.043221,52.139801
29,79,1,3,69.37912,55.4459
30,1,1,3,71.340698,57.0989
30,2,1,3,73.280701,58.751999
30,3,1,3,78.219902,61.231499
30,4,1,3,71.340698,60.404991
30,5,1,3,66.611603,39.742001
30,6,1,3,81.094002,66.190598
30,7,1,3,56.646999,54.6194
30,8,1,3,91.029999,78.587997
30,9,1,3,79.675903,38.089001
30,10,1,3,52.761002,52.139801
30,11,1,3,68.709198,56.2724
30,12,1,3,56.646999,57.0989
30,13,1,3,74.781898,63.710999
30,14,1,3,51.632999,50.486801
30,15,1,3,88.138,76.109001
30,16,1,3,52.761002,55.4459
30,17,1,3,65.802002,67.843597
30,18,1,3,78.965698,62.057999
30,19,1,3,95.323997,74.456001
30,20,1,3,76.787598,66.190598
30,21,1,3,57.805,57.9254
30,22,1,3,76.787598,67.843597
30,23,1,3,78.219902,61.231499
30,24,1,3,88.138,67.843597
30,25,1,3,68.023903,52.139801
30,26,1,3,80.395996,81.068001
30,27,1,3,80.395996,72.803001
30,28,1,3,79.675903,65.364098
30,29,1,3,71.941498,71.150002
30,30,1,3,56.646999,58.751999
30,31,1,3,57.805,49.66
30,32,1,3,56.646999,43.048
30,33,1,3,83.100998,67.017097
30,34,1,3,81.757996,69.496704
30,35,1,3,66.611603,55.4459
30,36,1,3,58.813999,56.2724
30,37,1,3,78.965698,88.505997
30,38,1,3,64.448898,54.6194
30,39,1,3,97.018005,88.505997
30,40,1,3,100,78.587997
30,41,1,3,88.138,71.150002
30,42,1,3,71.340698,57.9254
31,1,1,3,75.443398,62.057999
31,2,1,3,60.606201,50.486801
31,3,1,3,71.340698,53.7929
31,4,1,3,58.813999,58.751999
31,5,1,3,59.709,53.7929
31,6,1,3,72.613197,58.751999
31,7,1,3,66.611603,62.057999
31,8,1,3,77.472298,60.404991
31,9,1,3,77.472298,56.2724
31,10,1,3,71.941498,50.486801
31,11,1,3,60.606201,58.751999
31,12,1,3,65.802002,62.057999
31,13,1,3,63.004898,45.528
31,14,1,3,74.781898,64.537598
31,15,1,3,70.043221,62.057999
31,16,1,3,59.709,48.007
31,17,1,3,65.072197,54.6194
31,18,1,3,59.709,58.751999
31,19,1,3,67.348404,36.436001
31,20,1,3,71.340698,39.742001
31,21,1,3,62.238899,57.0989
31,22,1,3,81.094002,64.537598
31,23,1,3,71.941498,56.2724
31,24,1,3,65.802002,41.395
31,25,1,3,54.733002,52.9664
31,26,1,3,84.394997,58.751999
31,27,1,3,74.781898,57.0989
31,28,1,3,67.348404,59.57848
31,29,1,3,77.472298,61.231499
31,30,1,3,71.340698,66.190598
31,31,1,3,74.026703,62.057999
31,32,1,3,68.709198,51.313301
31,33,1,3,51.632999,46.354
31,34,1,3,66.611603,53.7929
31,35,1,3,57.805,55.4459
31,36,1,3,62.238899,48.834
31,37,1,3,59.709,57.9254
31,38,1,3,62.238899,50.486801
31,39,1,3,74.781898,65.364098
31,40,1,3,72.613197,59.57848
31,41,1,3,60.606201,48.007
31,42,1,3,67.348404,49.66
31,43,1,3,61.473301,48.834
31,44,1,3,63.004898,53.7929
31,45,1,3,69.37912,59.57848
31,46,1,3,63.004898,57.9254
31,47,1,3,70.735359,42.222
31,48,1,3,77.472298,57.0989
31,49,1,3,70.043221,58.751999
32,1,1,1,60.606201,43.048
32,2,1,1,66.611603,41.395
32,3,0,1,64.448898,57.9254
32,4,0,1,61.473301,52.9664
32,5,1,1,71.941498,71.150002
32,6,0,1,55.612999,33.957001
32,7,0,1,58.813999,30.650002
32,8,0,1,70.043221,65.364098
32,9,0,1,65.802002,57.9254
32,10,0,1,80.395996,70.322998
32,11,1,1,80.395996,64.537598
32,12,0,1,74.026703,63.710999
32,13,0,1,67.348404,47.181
32,14,0,1,53.763,42.222
32,15,0,1,55.612999,42.222
32,16,0,1,82.404999,65.364098
32,17,0,1,71.340698,48.834
32,18,0,1,39.404999,33.957001
32,19,1,1,75.443398,53.7929
32,20,0,1,73.280701,54.6194
32,21,0,1,51.632999,54.6194
32,22,1,1,85.061996,76.934998
32,23,0,1,66.611603,50.486801
32,24,0,1,51.632999,43.048
32,25,1,1,59.709,60.404991
32,26,1,1,68.709198,62.057999
32,27,0,1,50.378998,54.6194
32,28,0,1,71.941498,64.537598
32,29,1,1,76.787598,58.751999
32,30,0,1,63.769501,46.354
32,31,1,1,66.611603,60.404991
32,32,0,1,72.613197,65.364098
32,33,1,1,63.769501,58.751999
32,34,0,1,70.043221,49.66
32,35,0,1,67.348404,44.701
32,36,0,1,60.606201,41.395
32,37,0,1,68.709198,48.007
32,38,1,1,79.675903,70.322998
32,39,1,1,77.472298,54.6194
32,40,1,1,53.763,43.875
32,41,0,1,76.787598,59.57848
32,42,1,1,51.632999,37.263
33,1,0,1,71.340698,69.496704
33,2,0,1,75.443398,71.150002
33,3,0,1,74.781898,60.404991
33,4,0,1,70.735359,60.404991
33,5,0,1,56.646999,58.751999
33,6,0,1,56.646999,43.875
33,7,0,1,64.448898,47.181
33,8,0,1,66.611603,50.486801
33,9,1,1,70.043221,60.404991
33,10,0,1,77.472298,73.628998
33,11,1,1,72.613197,48.007
33,12,0,1,78.965698,65.364098
33,13,0,1,73.280701,62.057999
33,14,1,1,61.473301,55.4459
33,15,0,1,62.238899,57.0989
33,16,0,1,70.043221,54.6194
33,17,0,1,74.026703,71.975998
33,18,0,1,77.472298,73.628998
33,19,1,1,70.735359,66.190598
33,20,1,1,66.611603,57.0989
33,21,0,1,78.965698,71.975998
33,22,1,1,80.395996,81.068001
33,23,0,1,67.348404,67.843597
33,24,1,1,80.395996,59.57848
33,25,1,1,76.787598,60.404991
33,26,1,1,69.37912,58.751999
33,27,0,1,64.448898,58.751999
33,28,1,1,66.611603,53.7929
33,29,1,1,74.026703,65.364098
33,30,0,1,68.023903,55.4459
33,31,1,1,71.340698,67.843597
33,32,1,1,65.802002,60.404991
33,33,1,1,56.646999,41.395
33,34,1,1,66.611603,48.834
33,35,1,1,76.1073,62.884499
33,36,0,1,74.026703,63.710999
33,37,0,1,63.004898,55.4459
33,38,1,1,68.023903,60.404991
33,39,0,1,56.646999,57.9254
33,40,1,1,58.813999,57.0989
33,41,1,1,74.026703,69.496704
33,42,0,1,89.002998,62.884499
33,43,0,1,55.612999,31.477001
33,44,0,1,81.094002,60.404991
33,45,0,1,69.37912,76.109001
33,46,0,1,76.787598,83.546997
33,47,0,1,63.004898,57.9254
33,48,1,1,70.735359,63.710999
33,49,1,1,77.472298,62.057999
33,50,0,1,60.606201,59.57848
33,51,0,1,73.280701,55.4459
33,52,0,1,74.026703,61.231499
33,53,0,1,67.348404,54.6194
33,54,1,1,84.394997,62.057999
33,55,1,1,80.395996,62.057999
33,56,1,1,76.787598,63.710999
33,57,0,1,83.747002,71.975998
33,58,0,1,84.394997,57.9254
33,59,1,1,66.611603,55.4459
33,60,1,1,71.941498,48.834
33,61,0,1,61.473301,57.9254
33,62,0,1,88.138,62.884499
33,63,1,1,61.473301,54.6194
33,64,1,1,69.37912,58.751999
33,65,1,1,72.613197,62.057999
33,66,0,1,62.238899,68.670097
33,67,1,1,75.443398,60.404991
33,68,1,1,69.37912,57.0989
33,69,0,1,70.043221,61.231499
33,70,0,1,76.787598,71.150002
33,71,0,1,81.094002,68.670097
33,72,0,1,63.004898,62.057999
33,73,0,1,61.473301,57.0989
33,74,0,1,66.611603,57.9254
33,75,1,1,79.675903,63.710999
33,76,1,1,62.238899,60.404991
33,77,0,1,72.613197,57.0989
34,1,0,1,74.781898,78.587997
34,2,0,1,70.735359,54.6194
34,3,0,1,66.611603,62.884499
34,4,1,1,42.473,41.395
34,5,0,1,47.083,33.957001
34,6,0,1,76.1073,61.231499
34,7,1,1,51.632999,47.181
34,8,1,1,84.394997,61.231499
34,9,0,1,63.769501,68.670097
34,10,1,1,79.675903,57.9254
34,11,0,1,39.404999,51.313301
34,12,0,1,71.941498,64.537598
34,13,0,1,55.612999,48.007
34,14,1,1,53.763,37.263
34,15,0,1,82.404999,69.496704
34,16,0,1,83.747002,68.670097
34,17,0,1,84.394997,73.628998
34,18,0,1,53.763,31.477001
34,19,0,1,54.733002,54.6194
34,20,0,1,83.747002,83.546997
34,21,0,1,66.611603,52.139801
34,22,1,1,57.805,37.263
34,23,0,1,63.004898,62.057999
34,24,0,1,74.781898,45.528
34,25,1,1,74.781898,63.710999
34,26,1,1,65.802002,55.4459
35,1,1,3,65.802002,54.6194
35,2,1,3,73.280701,53.7929
35,3,1,3,70.043221,57.9254
35,4,1,3,78.219902,64.537598
35,5,1,3,75.443398,57.9254
35,6,1,3,83.100998,61.231499
35,7,1,3,68.709198,65.364098
35,8,1,3,77.472298,68.670097
35,9,1,3,74.026703,57.9254
35,10,1,3,76.787598,57.0989
35,11,1,3,76.1073,72.803001
35,12,1,3,74.026703,54.6194
35,13,1,3,66.611603,57.0989
35,14,1,3,70.735359,49.66
35,15,1,3,59.709,57.0989
35,16,1,3,66.611603,58.751999
35,17,1,3,64.448898,55.4459
35,18,1,3,78.965698,60.404991
35,19,1,3,79.675903,76.109001
35,20,1,3,63.004898,49.66
35,21,1,3,64.448898,57.0989
35,22,1,3,68.023903,48.007
35,23,1,3,78.965698,46.354
35,24,1,3,66.611603,65.364098
35,25,1,3,63.004898,56.2724
35,26,1,3,59.709,60.404991
35,27,1,3,52.761002,52.9664
35,28,1,3,78.965698,72.803001
35,29,1,3,58.813999,55.4459
